Source,Target,Weight
attempted murder,shooting,22
attempted murder,shootout,57
attempted murder,shot in the back,46
attempted murder,shot in the chest,65
attempted murder,shot in the head,52
attempted murder,shot to death,71
attempted murder,shotgun,37
attempted murder,shower,15
attempted murder,singer,11
attempted murder,singing,13
attempted murder,slapped in the face,17
attempted murder,slow motion scene,51
attempted murder,snow,25
attempted murder,soldier,23
attempted murder,song,3
attempted murder,stabbed to death,31
attempted murder,stabbing,20
attempted murder,strangulation,33
attempted murder,subjective camera,34
attempted murder,suicide,22
attempted murder,supernatural power,14
attempted murder,surprise ending,76
attempted murder,surrealism,14
attempted murder,survival,40
attempted murder,suspense,51
attempted murder,tattoo,32
attempted murder,taxi,19
attempted murder,teenage boy,16
attempted murder,teenage girl,21
attempted murder,telephone call,37
attempted murder,theft,12
attempted murder,title spoken by character,44
attempted murder,torture,33
attempted murder,train,32
attempted murder,two word title,23
attempted murder,underwater scene,34
attempted murder,undressing,15
attempted murder,violence,90
attempted murder,voice over narration,21
attempted murder,vomiting,20
attempted murder,watching tv,25
attempted murder,woods,28
attempted murder,written by director,24
attempted murder,young,10
bar,bare chested male,43
bar,based on novel,43
bar,based on true story,19
bar,beach,36
bar,beating,63
bar,betrayal,55
bar,blood,89
bar,blood splatter,42
bar,boat,33
bar,boy,43
bar,boyfriend girlfriend relationship,50
bar,brother brother relationship,29
bar,brother sister relationship,24
bar,brutality,40
bar,camera,24
bar,car,30
bar,car accident,45
bar,car crash,34
bar,cat,18
bar,cell phone,55
bar,cemetery,39
bar,character name in title,15
bar,chase,66
bar,church,34
bar,cigarette smoking,110
bar,corpse,59
bar,criminal,33
bar,crying,56
bar,cult film,47
bar,dancer,46
bar,dancing,72
bar,dark comedy,30
bar,dead body,34
bar,death,112
bar,death of father,22
bar,deception,55
bar,doctor,43
bar,dog,64
bar,drink,49
bar,drinking,63
bar,drunkenness,79
bar,elevator,32
bar,england,19
bar,escape,57
bar,europe,16
bar,explosion,51
bar,extramarital affair,33
bar,f rated,20
bar,f word,36
bar,falling from height,21
bar,family relationships,42
bar,father daughter relationship,60
bar,father son relationship,68
bar,fear,54
bar,female frontal nudity,46
bar,female full frontal nudity,30
bar,female nudity,84
bar,female protagonist,29
bar,female rear nudity,43
bar,female topless nudity,35
bar,fight,66
bar,fire,44
bar,fistfight,33
bar,flashback,83
bar,flashlight,20
bar,food,37
bar,foot chase,35
bar,forest,19
bar,france,21
bar,friend,42
bar,friendship,65
bar,funeral,32
bar,girl,27
bar,gore,28
bar,gun,70
bar,hallucination,19
bar,held at gunpoint,49
bar,helicopter,34
bar,horse,23
bar,hospital,62
bar,hostage,38
bar,hotel,62
bar,husband wife relationship,92
bar,independent film,51
bar,infidelity,28
bar,investigation,32
bar,jealousy,34
bar,kidnapping,49
bar,kiss,81
bar,knife,56
bar,knocked unconscious,33
bar,letter,31
bar,lie,35
bar,london england,37
bar,looking at oneself in a mirror,43
bar,love,42
bar,machine gun,39
bar,male female relationship,42
bar,male frontal nudity,20
bar,male nudity,49
bar,male protagonist,18
bar,male pubic hair,17
bar,male rear nudity,25
bar,man wears eyeglasses,30
bar,marriage,35
bar,memory,25
bar,mirror,41
bar,money,62
bar,montage,39
bar,mother daughter relationship,48
bar,mother son relationship,60
bar,motorcycle,29
bar,murder,114
bar,nightclub,45
bar,nightmare,23
bar,no opening credits,27
bar,nudity,51
bar,nurse,29
bar,old man,41
bar,one word title,46
bar,paranoia,40
bar,paris france,21
bar,party,41
bar,photograph,82
bar,photographer,21
bar,pistol,66
bar,police,66
bar,police officer,49
bar,pregnancy,24
bar,priest,33
bar,prison,26
bar,prologue,33
bar,prostitute,36
bar,psychopath,22
bar,psychotronic film,30
bar,pubic hair,22
bar,punched in the face,59
bar,race against time,34
bar,rain,53
bar,rape,21
bar,rescue,39
bar,restaurant,72
bar,revenge,50
bar,rifle,32
bar,secret,24
bar,sequel,17
bar,sex,47
bar,sex scene,57
bar,shooting,36
bar,shootout,57
bar,shot in the back,41
bar,shot in the chest,52
bar,shot in the head,42
bar,shot to death,60
bar,shotgun,29
bar,shower,27
bar,singer,55
bar,singing,54
bar,slapped in the face,37
bar,slow motion scene,63
bar,snow,34
bar,soldier,22
bar,song,46
bar,stabbed to death,20
bar,stabbing,22
bar,strangulation,21
bar,subjective camera,37
bar,suicide,36
bar,supernatural power,7
bar,surprise ending,58
bar,surrealism,30
bar,survival,13
bar,suspense,24
bar,tattoo,38
bar,taxi,44
bar,teenage boy,23
bar,teenage girl,20
bar,telephone call,72
bar,theft,38
bar,title spoken by character,70
bar,torture,29
bar,train,47
bar,two word title,34
bar,underwater scene,22
bar,undressing,28
bar,violence,85
bar,voice over narration,37
bar,vomiting,39
bar,watching tv,54
bar,woods,20
bar,written by director,21
bar,young,17
bare chested male,based on novel,67
bare chested male,based on true story,35
bare chested male,beach,51
bare chested male,beating,50
bare chested male,betrayal,52
bare chested male,blood,116
bare chested male,blood splatter,53
bare chested male,boat,25
bare chested male,boy,44
bare chested male,boyfriend girlfriend relationship,46
bare chested male,brother brother relationship,28
bare chested male,brother sister relationship,46
bare chested male,brutality,39
bare chested male,camera,27
bare chested male,car,28
bare chested male,car accident,49
bare chested male,car crash,36
bare chested male,cat,16
bare chested male,cell phone,44
bare chested male,cemetery,26
bare chested male,character name in title,30
bare chested male,chase,59
bare chested male,church,37
bare chested male,cigarette smoking,82
bare chested male,corpse,65
bare chested male,criminal,27
bare chested male,crying,60
bare chested male,cult film,45
bare chested male,dancer,26
bare chested male,dancing,56
bare chested male,dark comedy,36
bare chested male,dead body,45
bare chested male,death,119
bare chested male,death of father,26
bare chested male,deception,54
bare chested male,doctor,45
bare chested male,dog,57
bare chested male,drink,21
bare chested male,drinking,31
bare chested male,drunkenness,65
bare chested male,elevator,29
bare chested male,england,31
bare chested male,escape,51
bare chested male,europe,25
bare chested male,explosion,52
bare chested male,extramarital affair,29
bare chested male,f rated,41
bare chested male,f word,40
bare chested male,falling from height,36
bare chested male,family relationships,50
bare chested male,father daughter relationship,61
bare chested male,father son relationship,77
bare chested male,fear,46
bare chested male,female frontal nudity,68
bare chested male,female full frontal nudity,55
bare chested male,female nudity,119
bare chested male,female protagonist,40
bare chested male,female rear nudity,76
bare chested male,female topless nudity,80
bare chested male,fight,76
bare chested male,fire,44
bare chested male,fistfight,34
bare chested male,flashback,106
bare chested male,flashlight,25
bare chested male,food,20
bare chested male,foot chase,37
bare chested male,forest,39
bare chested male,france,26
bare chested male,friend,42
bare chested male,friendship,58
bare chested male,funeral,37
bare chested male,girl,30
bare chested male,gore,47
bare chested male,gun,46
bare chested male,hallucination,36
bare chested male,held at gunpoint,45
bare chested male,helicopter,27
bare chested male,horse,32
bare chested male,hospital,51
bare chested male,hostage,34
bare chested male,hotel,47
bare chested male,husband wife relationship,97
bare chested male,independent film,61
bare chested male,infidelity,33
bare chested male,investigation,30
bare chested male,jealousy,41
bare chested male,kidnapping,46
bare chested male,kiss,91
bare chested male,knife,64
bare chested male,knocked unconscious,30
bare chested male,letter,40
bare chested male,lie,36
bare chested male,london england,47
bare chested male,looking at oneself in a mirror,54
bare chested male,love,48
bare chested male,machine gun,28
bare chested male,male female relationship,31
bare chested male,male frontal nudity,41
bare chested male,male nudity,104
bare chested male,male protagonist,18
bare chested male,male pubic hair,42
bare chested male,male rear nudity,77
bare chested male,man wears eyeglasses,28
bare chested male,marriage,29
bare chested male,memory,21
bare chested male,mirror,31
bare chested male,money,36
bare chested male,montage,33
bare chested male,mother daughter relationship,50
bare chested male,mother son relationship,72
bare chested male,motorcycle,30
bare chested male,murder,132
bare chested male,nightclub,30
bare chested male,nightmare,33
bare chested male,no opening credits,29
bare chested male,nudity,71
bare chested male,nurse,22
bare chested male,old man,23
bare chested male,one word title,63
bare chested male,paranoia,40
bare chested male,paris france,26
bare chested male,party,50
bare chested male,photograph,81
bare chested male,photographer,32
bare chested male,pistol,49
bare chested male,police,45
bare chested male,police officer,37
bare chested male,pregnancy,32
bare chested male,priest,27
bare chested male,prison,33
bare chested male,prologue,33
bare chested male,prostitute,22
bare chested male,psychopath,33
bare chested male,psychotronic film,60
bare chested male,pubic hair,49
bare chested male,punched in the face,65
bare chested male,race against time,25
bare chested male,rain,31
bare chested male,rape,25
bare chested male,rescue,44
bare chested male,restaurant,39
bare chested male,revenge,65
bare chested male,rifle,28
bare chested male,secret,38
bare chested male,sequel,15
bare chested male,sex,40
bare chested male,sex scene,79
bare chested male,shooting,29
bare chested male,shootout,37
bare chested male,shot in the back,35
bare chested male,shot in the chest,48
bare chested male,shot in the head,49
bare chested male,shot to death,61
bare chested male,shotgun,31
bare chested male,shower,32
bare chested male,singer,26
bare chested male,singing,37
bare chested male,slapped in the face,50
bare chested male,slow motion scene,70
bare chested male,snow,42
bare chested male,soldier,23
bare chested male,song,19
bare chested male,stabbed to death,39
bare chested male,stabbing,30
bare chested male,strangulation,24
bare chested male,subjective camera,33
bare chested male,suicide,49
bare chested male,supernatural power,17
bare chested male,surprise ending,53
bare chested male,surrealism,32
bare chested male,survival,26
bare chested male,suspense,19
bare chested male,tattoo,43
bare chested male,taxi,20
bare chested male,teenage boy,40
bare chested male,teenage girl,34
bare chested male,telephone call,76
bare chested male,theft,21
bare chested male,title spoken by character,70
bare chested male,torture,42
bare chested male,train,42
bare chested male,two word title,41
bare chested male,underwater scene,34
bare chested male,undressing,55
bare chested male,violence,104
bare chested male,voice over narration,46
bare chested male,vomiting,47
bare chested male,watching tv,39
bare chested male,woods,31
bare chested male,written by director,30
bare chested male,young,17
based on novel,based on true story,28
based on novel,beach,66
based on novel,beating,48
based on novel,betrayal,66
based on novel,blood,107
based on novel,blood splatter,29
based on novel,boat,46
based on novel,boy,69
based on novel,boyfriend girlfriend relationship,52
based on novel,brother brother relationship,38
based on novel,brother sister relationship,67
based on novel,brutality,25
based on novel,camera,40
based on novel,car,40
based on novel,car accident,30
based on novel,car crash,21
based on novel,cat,48
based on novel,cell phone,33
based on novel,cemetery,50
based on novel,character name in title,68
based on novel,chase,69
based on novel,church,47
based on novel,cigarette smoking,104
based on novel,corpse,70
based on novel,criminal,28
based on novel,crying,75
based on novel,cult film,62
based on novel,dancer,50
based on novel,dancing,90
based on novel,dark comedy,27
based on novel,dead body,51
based on novel,death,145
based on novel,death of father,45
based on novel,deception,65
based on novel,doctor,69
based on novel,dog,100
based on novel,drink,34
based on novel,drinking,46
based on novel,drunkenness,56
based on novel,elevator,29
based on novel,england,71
based on novel,escape,68
based on novel,europe,31
based on novel,explosion,69
based on novel,extramarital affair,45
based on novel,f rated,45
based on novel,f word,26
based on novel,falling from height,43
based on novel,family relationships,65
based on novel,father daughter relationship,104
based on novel,father son relationship,90
based on novel,fear,62
based on novel,female frontal nudity,54
based on novel,female full frontal nudity,62
based on novel,female nudity,127
based on novel,female protagonist,56
based on novel,female rear nudity,88
based on novel,female topless nudity,56
based on novel,fight,72
based on novel,fire,80
based on novel,fistfight,34
based on novel,flashback,136
based on novel,flashlight,31
based on novel,food,39
based on novel,foot chase,31
based on novel,forest,50
based on novel,france,41
based on novel,friend,60
based on novel,friendship,96
based on novel,funeral,49
based on novel,girl,44
based on novel,gore,20
based on novel,gun,54
based on novel,hallucination,31
based on novel,held at gunpoint,40
based on novel,helicopter,27
based on novel,horse,54
based on novel,hospital,52
based on novel,hostage,27
based on novel,hotel,57
based on novel,husband wife relationship,138
based on novel,independent film,76
based on novel,infidelity,33
based on novel,investigation,46
based on novel,jealousy,56
based on novel,kidnapping,59
based on novel,kiss,122
based on novel,knife,69
based on novel,knocked unconscious,25
based on novel,letter,64
based on novel,lie,47
based on novel,london england,96
based on novel,looking at oneself in a mirror,41
based on novel,love,73
based on novel,machine gun,33
